Timestamp,ServerID,RackID,DataCentreZone,UserID,WorkType,user_session_duration_s,user_request_count,user_payload_size_mb,user_cpu_cores_used,user_gpu_memory_used_gb,user_ram_used_gb,user_disk_io_mbps,user_power_draw_w,user_cpu_contribution_pct,user_gpu_contribution_pct,user_heat_contribution_pct,inlet_temp_c,outlet_temp_c,hotspot_temp_c,cooling_capacity_pct,airflow_rate_cfm,ambient_temp_c,humidity_pct,rolling_avg_temp_15m_c,thermal_spike_label
2024-01-01 08:21:00,SRV-0002,RACK-035,Zone-A,USR-00747,ML-training,6556.6,20,85.9,63.35,59.91,194.37,117.3,1015.4,49.492,74.887,20.308,25.96,47.3,70.76,58.3,2143.4,25.75,52.0,53.87,False
2024-01-01 08:47:00,SRV-0088,RACK-005,Zone-B,USR-04962,stream,3768.8,778,9.7,13.69,12.05,27.57,106.1,322.7,10.695,15.062,6.454,25.39,36.36,53.59,81.9,2631.8,25.6,43.9,54.87,False
2024-01-01 09:13:00,SRV-0158,RACK-005,Zone-A,USR-03088,batch,4461.3,80,82.0,35.98,7.64,74.0,163.5,464.2,28.109,9.55,9.284,25.07,40.12,60.5,74.0,2522.3,22.85,48.3,58.7,False
2024-01-01 09:40:00,SRV-0038,RACK-036,Zone-C,USR-04741,data-pipeline,3828.8,42,899.0,41.82,7.49,92.27,632.0,517.5,32.672,9.362,10.35,25.68,35.51,52.57,75.9,2681.8,25.62,54.4,56.84,False
2024-01-01 10:06:00,SRV-0130,RACK-017,Zone-B,USR-00150,inference,325.6,4871,7.516,0.5,23.34,22.08,35.2,165.8,0.391,29.175,3.316,23.66,31.28,52.58,82.2,2936.0,23.74,48.9,58.0,False
2024-01-01 10:32:00,SRV-0192,RACK-014,Zone-B,USR-03866,ETL,3931.3,74,249.0,46.91,4.03,91.21,543.6,555.6,36.648,5.038,11.112,24.82,38.32,53.65,82.9,2952.3,23.66,51.5,54.58,False
2024-01-01 10:59:00,SRV-0188,RACK-029,Zone-A,USR-04898,ML-training,7896.0,19,128.9,58.21,58.76,145.08,578.6,964.6,45.477,73.45,19.292,25.8,44.72,69.24,70.0,2474.1,25.23,51.5,57.71,False
2024-01-01 11:25:00,SRV-0021,RACK-008,Zone-B,USR-04978,inference,135.3,5033,3.425,9.88,33.56,24.69,35.9,409.7,7.719,41.95,8.194,24.44,37.1,49.87,88.6,2690.5,25.2,56.5,55.58,False
2024-01-01 11:52:00,SRV-0161,RACK-034,Zone-D,USR-02329,ML-training,9663.1,7,68.6,64.37,46.16,231.99,222.6,924.8,50.289,57.7,18.496,23.91,44.07,71.23,61.1,2383.4,25.24,55.2,59.31,False
2024-01-01 12:18:00,SRV-0058,RACK-040,Zone-C,USR-01676,ML-training,6923.5,19,407.0,50.99,53.3,197.0,184.8,852.8,39.836,66.625,17.056,25.14,42.72,63.99,71.5,2498.7,25.54,61.4,61.6,False
2024-01-01 12:44:00,SRV-0022,RACK-001,Zone-B,USR-02587,ML-training,5962.9,17,372.4,38.37,44.84,217.27,190.8,650.9,29.977,56.05,13.018,22.74,38.08,55.96,82.3,2657.9,24.47,49.8,62.06,False
2024-01-01 13:11:00,SRV-0089,RACK-029,Zone-D,USR-02390,web,168.0,1963,3.2,0.5,0.95,4.87,34.4,59.6,0.391,1.188,1.192,23.58,30.75,46.87,83.9,2930.7,22.38,53.5,57.58,False
2024-01-01 13:37:00,SRV-0049,RACK-036,Zone-A,USR-00674,ML-training,8063.7,10,54.1,49.97,54.27,213.75,432.2,843.0,39.039,67.838,16.86,26.44,49.56,77.47,52.1,1878.4,27.68,52.1,63.1,False
2024-01-01 14:03:00,SRV-0059,RACK-037,Zone-B,USR-03702,stream,332.9,761,30.0,21.33,2.56,49.57,129.6,274.9,16.664,3.2,5.498,24.69,35.9,48.91,86.3,2750.3,23.97,50.2,58.64,False
2024-01-01 14:30:00,SRV-0170,RACK-029,Zone-D,USR-01361,batch,2452.0,76,185.3,45.36,14.63,73.52,82.2,565.5,35.438,18.288,11.31,23.71,36.89,58.85,80.0,2962.9,23.49,54.5,57.61,False
2024-01-01 14:56:00,SRV-0188,RACK-005,Zone-A,USR-03067,ETL,3775.1,48,74.8,23.74,1.54,86.22,393.9,287.6,18.547,1.925,5.752,25.44,38.61,48.12,85.0,3120.6,25.24,52.9,56.04,False
2024-01-01 15:22:00,SRV-0015,RACK-032,Zone-D,USR-03147,analytics,3299.9,123,48.4,20.09,6.54,94.53,99.7,354.8,15.695,8.175,7.096,25.28,37.08,50.86,86.8,3055.9,24.79,52.6,56.84,False
2024-01-01 15:49:00,SRV-0190,RACK-024,Zone-A,USR-03618,stream,2864.2,779,23.8,2.92,7.69,26.57,84.2,187.0,2.281,9.612,3.74,25.5,35.83,45.6,97.2,3021.9,24.61,53.2,50.47,False
2024-01-01 16:15:00,SRV-0190,RACK-019,Zone-C,USR-03068,data-pipeline,6032.8,40,523.7,41.71,11.3,125.97,396.2,561.7,32.586,14.125,11.234,24.14,36.7,65.71,69.1,2850.5,24.38,52.9,53.83,True
2024-01-01 16:41:00,SRV-0175,RACK-012,Zone-B,USR-02163,ML-training,6770.3,17,215.1,42.1,54.15,205.33,111.5,757.0,32.891,67.688,15.14,24.87,37.38,60.77,70.4,2473.3,26.81,61.6,54.21,False
2024-01-01 17:08:00,SRV-0190,RACK-001,Zone-C,USR-01445,stream,60.0,792,14.6,0.5,5.55,27.08,147.4,157.3,0.391,6.937,3.146,24.21,32.93,45.15,87.6,3071.3,25.55,56.5,53.62,False
2024-01-01 17:34:00,SRV-0051,RACK-007,Zone-C,USR-04026,web,165.7,2062,8.76,3.84,2.58,12.08,45.8,85.8,3.0,3.225,1.716,25.56,36.72,48.56,86.3,3079.8,24.0,53.5,53.16,False
2024-01-01 18:00:00,SRV-0108,RACK-017,Zone-B,USR-02161,ML-training,7385.8,16,153.2,50.12,47.34,132.82,214.2,775.2,39.156,59.175,15.504,24.26,40.15,61.44,69.7,2564.7,28.64,55.7,56.33,False
2024-01-01 18:27:00,SRV-0055,RACK-034,Zone-C,USR-03354,ML-training,9730.4,23,66.9,47.71,38.02,173.2,42.0,696.0,37.273,47.525,13.92,23.58,41.52,59.53,69.3,2514.8,23.26,48.8,55.09,False
2024-01-01 18:53:00,SRV-0064,RACK-043,Zone-C,USR-04820,data-pipeline,4284.9,41,657.5,30.72,2.44,109.68,696.5,320.0,24.0,3.05,6.4,23.85,38.46,49.54,88.0,3060.6,25.36,53.8,52.84,False
2024-01-01 19:20:00,SRV-0131,RACK-007,Zone-D,USR-01771,ML-training,8519.3,16,844.1,59.74,51.22,156.92,384.6,893.4,46.672,64.025,17.868,25.33,45.85,81.08,54.7,2202.7,24.43,55.2,60.03,True
2024-01-01 19:46:00,SRV-0051,RACK-017,Zone-A,USR-04545,ETL,3774.1,54,488.4,59.83,1.47,109.4,355.3,598.2,46.742,1.838,11.964,26.41,41.6,59.71,76.5,2691.4,26.09,50.8,62.26,False
2024-01-01 20:12:00,SRV-0135,RACK-003,Zone-C,USR-01703,ML-training,2811.3,8,153.9,54.9,58.44,128.17,332.5,886.4,42.891,73.05,17.728,25.35,46.56,70.55,60.5,2236.8,26.49,55.2,64.08,False
2024-01-01 20:39:00,SRV-0021,RACK-029,Zone-B,USR-00195,data-pipeline,5105.4,36,341.5,40.83,6.96,193.91,359.2,557.4,31.898,8.7,11.148,26.02,38.01,49.94,80.0,2830.7,24.91,52.1,62.16,False
2024-01-01 21:05:00,SRV-0073,RACK-022,Zone-D,USR-00575,web,281.1,1902,20.0,13.44,0.0,5.51,24.6,173.2,10.5,0.0,3.464,26.56,36.69,49.72,87.8,2906.7,27.11,54.9,62.2,False
2024-01-01 21:31:00,SRV-0167,RACK-038,Zone-A,USR-02630,web,362.0,1992,4.88,5.24,0.0,13.64,24.6,73.8,4.094,0.0,1.476,24.32,36.61,48.8,85.9,2862.0,25.83,56.0,55.74,False
2024-01-01 21:58:00,SRV-0018,RACK-043,Zone-C,USR-04687,batch,3936.5,93,192.2,34.21,8.13,97.76,96.5,445.0,26.727,10.163,8.9,25.03,38.71,59.46,70.5,2552.4,27.73,53.3,55.69,False
2024-01-01 22:24:00,SRV-0132,RACK-029,Zone-C,USR-04644,batch,3934.7,77,105.4,36.26,25.41,116.3,598.4,563.5,28.328,31.762,11.27,26.01,41.24,68.14,70.7,2452.7,26.93,50.9,55.21,False
2024-01-01 22:50:00,SRV-0089,RACK-050,Zone-B,USR-00389,web,117.2,2034,3.44,8.25,2.23,5.76,21.2,185.1,6.445,2.788,3.702,24.74,34.89,47.36,87.7,2925.0,24.83,52.5,54.7,False
2024-01-01 23:17:00,SRV-0060,RACK-050,Zone-C,USR-01753,stream,60.0,770,23.3,19.87,11.3,18.71,200.9,339.7,15.523,14.125,6.794,24.89,36.97,59.58,74.6,2554.7,27.12,54.9,56.67,False
2024-01-01 23:43:00,SRV-0014,RACK-042,Zone-B,USR-00661,ML-training,5501.1,13,453.9,53.74,43.77,176.0,213.1,812.7,41.984,54.713,16.254,27.63,47.16,69.31,67.7,2330.0,24.57,57.0,60.77,False
2024-01-02 00:09:00,SRV-0009,RACK-005,Zone-C,USR-02833,stream,60.0,774,54.0,0.5,6.44,55.22,133.1,114.0,0.391,8.05,2.28,24.83,32.43,45.72,83.7,2552.3,26.48,56.1,58.02,False
2024-01-02 00:36:00,SRV-0090,RACK-030,Zone-C,USR-04630,batch,5333.5,89,108.5,14.63,17.83,73.84,125.3,297.3,11.43,22.287,5.946,26.53,38.28,52.81,77.5,2624.5,26.33,54.8,54.96,False
2024-01-02 01:02:00,SRV-0053,RACK-023,Zone-B,USR-00297,data-pipeline,5818.2,46,194.6,33.87,0.0,157.32,1151.2,368.9,26.461,0.0,7.378,23.66,33.61,47.49,87.3,2938.5,24.76,58.6,54.98,False
2024-01-02 01:28:00,SRV-0130,RACK-021,Zone-A,USR-00331,data-pipeline,5501.0,37,80.0,39.14,0.92,246.83,1557.1,534.4,30.578,1.15,10.688,23.62,39.37,54.35,76.2,2747.8,22.55,55.9,53.94,False
2024-01-02 01:55:00,SRV-0084,RACK-026,Zone-D,USR-03850,ML-training,5822.2,12,159.0,48.37,44.29,191.07,438.3,748.5,37.789,55.363,14.97,23.85,44.58,60.46,79.6,2688.6,27.76,54.9,52.17,False
2024-01-02 02:21:00,SRV-0092,RACK-047,Zone-B,USR-04951,inference,268.9,4987,7.559,33.2,32.7,25.03,100.5,534.1,25.938,40.875,10.682,26.26,42.61,58.04,84.3,2808.9,27.0,57.7,54.63,False
2024-01-02 02:48:00,SRV-0111,RACK-021,Zone-A,USR-01285,web,310.9,2008,7.35,1.32,2.4,23.38,5.0,125.6,1.031,3.0,2.512,26.11,37.37,50.54,86.2,2958.4,26.4,54.7,54.18,False
2024-01-02 03:14:00,SRV-0188,RACK-020,Zone-A,USR-01079,data-pipeline,6473.8,58,249.4,29.71,7.65,135.44,702.6,379.4,23.211,9.562,7.588,25.46,40.1,52.16,78.6,2813.5,26.4,55.1,55.11,False
2024-01-02 03:40:00,SRV-0199,RACK-023,Zone-B,USR-00875,batch,3857.1,72,102.0,42.45,14.77,73.28,132.3,493.9,33.164,18.462,9.878,24.86,39.06,62.78,65.9,2563.5,27.83,58.2,56.8,False
2024-01-02 04:07:00,SRV-0172,RACK-004,Zone-D,USR-03867,ML-training,5724.5,12,55.8,51.42,29.74,114.94,68.6,768.1,40.172,37.175,15.362,25.44,43.69,70.31,66.2,2443.7,29.65,58.1,58.77,False
2024-01-02 04:33:00,SRV-0008,RACK-021,Zone-B,USR-04838,inference,122.3,4963,7.729,31.87,24.08,22.93,6.0,535.0,24.898,30.1,10.7,25.58,39.85,72.69,66.4,2525.9,27.73,55.2,61.7,True
2024-01-02 04:59:00,SRV-0175,RACK-021,Zone-C,USR-02686,data-pipeline,4591.5,33,5730.0,2.14,0.0,164.63,532.8,157.6,1.672,0.0,3.152,26.92,38.84,53.86,78.0,2709.2,26.92,52.5,62.36,False
2024-01-02 05:26:00,SRV-0035,RACK-001,Zone-C,USR-02490,data-pipeline,5739.3,37,935.8,12.28,0.02,216.95,298.0,291.9,9.594,0.025,5.838,25.58,34.87,52.5,77.9,2694.7,29.3,54.4,62.43,False
2024-01-02 05:52:00,SRV-0081,RACK-015,Zone-A,USR-01586,stream,2323.7,792,31.9,7.94,9.86,34.94,416.1,150.1,6.203,12.325,3.002,25.09,38.18,41.84,90.7,2927.3,26.92,58.8,58.24,False
2024-01-02 06:18:00,SRV-0164,RACK-017,Zone-C,USR-03808,ML-training,8436.1,11,181.1,47.37,38.43,130.55,841.0,725.1,37.008,48.038,14.502,23.92,39.75,60.13,70.0,2705.5,24.87,58.5,56.2,False
2024-01-02 06:45:00,SRV-0050,RACK-014,Zone-D,USR-02941,ML-training,4879.7,15,1176.1,47.5,38.87,93.27,721.6,675.5,37.109,48.587,13.51,26.13,43.01,66.5,62.4,2315.3,27.25,58.0,54.97,False
2024-01-02 07:11:00,SRV-0104,RACK-019,Zone-B,USR-04487,ETL,3357.1,68,1219.3,46.15,3.99,147.36,441.2,554.3,36.055,4.988,11.086,24.48,40.47,60.43,66.4,2475.7,24.41,55.1,56.28,False
2024-01-02 07:37:00,SRV-0132,RACK-050,Zone-D,USR-04469,stream,2852.8,810,57.0,14.77,15.77,52.06,49.5,328.6,11.539,19.712,6.572,25.54,36.31,61.43,67.9,2656.3,27.04,59.2,58.07,True
2024-01-02 08:04:00,SRV-0002,RACK-034,Zone-A,USR-01503,data-pipeline,4657.8,48,202.4,29.93,5.98,214.57,571.5,437.5,23.383,7.475,8.75,24.21,36.23,44.89,87.4,3064.4,25.67,59.8,58.68,False
2024-01-02 08:30:00,SRV-0134,RACK-006,Zone-C,USR-00746,ETL,1261.2,54,377.9,42.92,1.21,84.18,246.9,521.9,33.531,1.512,10.438,25.76,41.61,62.2,74.2,2794.1,27.68,59.2,59.09,False
2024-01-02 08:56:00,SRV-0054,RACK-045,Zone-C,USR-02613,stream,1594.8,774,24.6,11.69,11.5,22.66,50.5,245.6,9.133,14.375,4.912,26.27,41.32,59.49,77.4,2800.0,26.95,57.5,57.69,False
2024-01-02 09:23:00,SRV-0106,RACK-049,Zone-B,USR-01509,inference,218.4,4890,2.882,18.4,37.99,17.03,33.6,455.2,14.375,47.488,9.104,26.96,41.21,58.0,78.0,2650.0,25.85,60.2,57.2,False
2024-01-02 09:49:00,SRV-0004,RACK-006,Zone-D,USR-01771,ML-training,7186.6,15,163.6,45.89,48.67,123.48,536.0,697.2,35.852,60.838,13.944,21.46,41.01,61.74,77.7,2898.5,24.87,55.0,57.26,False
2024-01-02 10:16:00,SRV-0054,RACK-005,Zone-D,USR-03780,stream,2903.6,821,71.9,19.8,5.97,8.3,28.1,314.9,15.469,7.462,6.298,25.51,39.27,57.37,75.1,2756.7,28.6,60.3,59.76,False
2024-01-02 10:42:00,SRV-0191,RACK-007,Zone-B,USR-01962,inference,10.0,4996,2.476,9.31,15.07,20.99,52.9,242.6,7.273,18.838,4.852,25.44,35.46,55.49,80.6,2849.0,26.25,55.1,58.42,False
2024-01-02 11:08:00,SRV-0146,RACK-033,Zone-C,USR-01596,batch,4534.0,79,193.0,36.44,1.81,73.5,204.6,436.6,28.469,2.262,8.732,24.01,33.59,52.59,79.7,2971.6,29.63,58.0,57.04,False
2024-01-02 11:35:00,SRV-0044,RACK-013,Zone-A,USR-04781,batch,3864.3,78,74.9,22.73,7.16,72.83,202.8,379.1,17.758,8.95,7.582,24.84,39.67,47.45,81.9,2915.7,25.17,54.0,54.93,False
2024-01-02 12:01:00,SRV-0162,RACK-001,Zone-A,USR-02534,web,118.1,1991,5.57,8.71,0.0,5.91,41.6,188.9,6.805,0.0,3.778,26.28,35.8,49.5,80.1,2929.3,26.64,54.5,52.48,False
2024-01-02 12:27:00,SRV-0190,RACK-013,Zone-B,USR-03659,inference,106.2,4893,2.061,22.74,34.22,18.86,47.2,472.4,17.766,42.775,9.448,24.71,37.31,54.64,80.9,2795.1,23.64,54.7,51.93,False
2024-01-02 12:54:00,SRV-0014,RACK-043,Zone-B,USR-00466,stream,1894.0,780,30.0,15.33,3.87,34.05,12.8,205.4,11.977,4.838,4.108,26.01,37.19,51.17,82.1,3022.1,28.16,59.3,51.07,False
2024-01-02 13:20:00,SRV-0095,RACK-027,Zone-B,USR-02070,stream,1476.4,846,54.5,19.78,3.93,39.2,178.0,297.4,15.453,4.913,5.948,27.56,38.69,52.0,80.8,2912.5,28.28,58.4,50.95,False
2024-01-02 13:46:00,SRV-0048,RACK-007,Zone-D,USR-02444,ML-training,6246.0,11,59.8,39.01,68.02,173.02,198.3,780.8,30.477,85.025,15.616,23.48,44.22,76.35,58.1,2281.8,26.12,55.8,56.73,False
2024-01-02 14:13:00,SRV-0015,RACK-003,Zone-C,USR-01233,ETL,2989.1,69,155.0,27.05,0.0,99.03,409.8,321.2,21.133,0.0,6.424,23.35,35.4,51.89,81.8,3010.6,23.54,61.2,57.21,False
2024-01-02 14:39:00,SRV-0200,RACK-025,Zone-C,USR-00145,analytics,1568.8,130,28.9,6.14,9.88,47.33,834.4,164.3,4.797,12.35,3.286,24.29,34.29,46.32,90.8,3241.9,23.94,55.8,55.55,True
2024-01-02 15:05:00,SRV-0190,RACK-033,Zone-B,USR-02353,web,296.3,1984,8.71,14.86,3.23,18.42,32.8,188.1,11.609,4.038,3.762,24.6,37.49,57.24,73.9,2923.1,26.67,58.2,56.76,False
2024-01-02 15:32:00,SRV-0040,RACK-040,Zone-A,USR-01808,batch,449.7,78,183.7,29.13,14.37,105.28,620.5,419.3,22.758,17.962,8.386,24.85,37.3,53.77,81.5,2800.7,26.19,58.6,57.11,False
2024-01-02 15:58:00,SRV-0082,RACK-017,Zone-D,USR-03049,web,228.1,2031,7.88,24.28,12.21,9.26,25.2,388.2,18.969,15.263,7.764,26.41,39.15,64.46,66.9,2494.1,28.65,58.0,54.74,False
2024-01-02 16:25:00,SRV-0111,RACK-045,Zone-B,USR-04043,stream,1134.2,783,55.7,18.07,17.06,32.82,33.8,311.4,14.117,21.325,6.228,25.15,38.59,53.98,85.9,3072.7,26.32,53.9,55.15,False
2024-01-02 16:51:00,SRV-0053,RACK-014,Zone-D,USR-04140,batch,2970.0,82,26.6,32.0,17.6,67.39,454.8,450.8,25.0,22.0,9.016,23.45,40.98,55.32,82.0,2842.3,24.18,57.9,56.95,False
2024-01-02 17:17:00,SRV-0024,RACK-037,Zone-B,USR-04203,stream,1938.8,783,50.5,0.5,6.3,41.87,112.5,160.7,0.391,7.875,3.214,25.24,31.95,40.18,91.1,3252.7,26.65,53.5,53.54,False
2024-01-02 17:44:00,SRV-0154,RACK-023,Zone-D,USR-04246,batch,3240.1,95,44.6,36.59,25.64,108.7,758.3,583.5,28.586,32.05,11.67,24.92,39.82,65.42,66.4,2545.7,26.26,60.5,55.87,True
2024-01-02 18:10:00,SRV-0188,RACK-024,Zone-A,USR-01288,inference,280.4,5046,1.427,33.11,30.6,8.86,1.0,514.9,25.867,38.25,10.298,25.81,41.4,73.56,56.0,2376.5,25.07,55.6,57.69,True
2024-01-02 18:36:00,SRV-0124,RACK-029,Zone-A,USR-00110,data-pipeline,5803.7,50,584.4,43.29,2.03,301.36,276.7,537.7,33.82,2.537,10.754,25.03,39.71,52.65,82.4,2668.6,27.31,57.6,57.43,False
2024-01-02 19:03:00,SRV-0041,RACK-038,Zone-A,USR-04846,ML-training,9866.2,19,45.0,51.25,22.28,224.53,179.1,696.2,40.039,27.85,13.924,23.81,41.25,63.35,67.4,2704.9,24.14,58.1,59.03,False
2024-01-02 19:29:00,SRV-0157,RACK-027,Zone-A,USR-04820,web,174.6,2066,3.36,15.49,1.97,18.39,16.2,188.3,12.102,2.462,3.766,25.66,33.36,50.51,80.2,2876.2,27.6,57.5,61.1,False
2024-01-02 19:55:00,SRV-0015,RACK-038,Zone-C,USR-02791,inference,195.8,4995,3.142,28.96,11.5,25.77,34.5,381.0,22.625,14.375,7.62,26.01,37.29,52.4,82.9,2882.6,27.38,54.8,58.49,False
2024-01-02 20:22:00,SRV-0045,RACK-040,Zone-C,USR-04424,data-pipeline,6046.8,41,904.1,31.15,8.41,150.14,2095.3,452.5,24.336,10.512,9.05,25.23,37.01,54.37,78.8,2705.2,26.59,60.0,54.66,False
2024-01-02 20:48:00,SRV-0065,RACK-045,Zone-D,USR-00862,stream,1476.0,778,25.6,6.26,6.2,48.14,45.6,233.4,4.891,7.75,4.668,24.61,35.49,54.21,82.7,3058.4,25.71,58.0,54.97,False
2024-01-02 21:14:00,SRV-0089,RACK-050,Zone-B,USR-00461,data-pipeline,3703.9,44,80.0,22.52,0.0,195.3,1202.2,341.2,17.594,0.0,6.824,24.51,38.53,51.66,81.1,2786.8,25.24,57.2,52.63,False
2024-01-02 21:41:00,SRV-0071,RACK-023,Zone-C,USR-01105,data-pipeline,3720.9,41,297.5,41.11,7.38,247.06,234.8,633.1,32.117,9.225,12.662,26.82,43.13,55.22,87.1,3111.7,28.76,58.3,53.57,False
2024-01-02 22:07:00,SRV-0009,RACK-031,Zone-B,USR-00744,web,353.7,1908,7.18,4.34,0.0,21.47,31.9,105.8,3.391,0.0,2.116,25.98,37.07,47.18,91.1,3023.4,26.99,60.1,52.53,False
2024-01-02 22:33:00,SRV-0088,RACK-036,Zone-D,USR-02411,batch,2900.2,95,354.3,31.17,13.67,100.72,466.3,505.4,24.352,17.088,10.108,24.65,36.24,57.06,74.5,2687.1,24.92,61.6,53.07,False
2024-01-02 23:00:00,SRV-0129,RACK-017,Zone-B,USR-03793,analytics,3477.5,110,24.2,17.87,18.74,44.25,508.7,332.7,13.961,23.425,6.654,24.95,36.02,49.65,86.5,2878.7,27.42,57.1,52.15,False
2024-01-02 23:26:00,SRV-0136,RACK-037,Zone-A,USR-04994,batch,2607.4,69,118.1,33.56,11.62,50.7,388.3,438.9,26.219,14.525,8.778,26.1,40.95,54.1,78.6,2708.3,27.03,60.9,52.64,False
2024-01-02 23:53:00,SRV-0063,RACK-003,Zone-A,USR-00443,stream,1555.7,852,93.8,18.96,3.99,53.55,222.0,274.2,14.812,4.988,5.484,27.74,38.8,53.0,82.6,2911.2,29.56,58.0,52.2,False
2024-01-03 00:19:00,SRV-0139,RACK-036,Zone-C,USR-01834,web,329.6,1999,18.68,3.27,2.83,14.16,11.8,146.3,2.555,3.538,2.926,25.11,33.04,41.4,91.1,2996.8,26.82,56.8,51.04,False
2024-01-03 00:45:00,SRV-0081,RACK-005,Zone-D,USR-00886,web,240.6,2030,5.48,23.16,1.47,0.5,17.6,311.4,18.094,1.838,6.228,25.32,34.78,51.15,77.5,2747.7,28.91,58.4,49.86,False
